mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,215,client,0:10:28,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,216,therapist,0:10:29,- a cancer. Is that-- Have I got the-,3,FALSE,,TRUE,simple,FALSE,,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,217,client,0:10:32,Yes.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,218,therapist,0:10:32,#NAME?,3,FALSE,,TRUE,simple,FALSE,,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,219,client,0:10:33,Yes. Yeah.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,220,therapist,0:10:34,Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,221,client,0:10:34,I'd say so.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,222,therapist,0:10:35,"Okay. Barbara, what was it that you were hoping that I'd do for you today?",3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,223,client,0:10:42,"Well, I thought, you know, you're a new doctor here-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,224,therapist,0:10:45,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,225,client,0:10:45,"- and you've just finished your medical training. I wondered whether, you know, with new eyes and a new way of looking at-at the problem-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,226,therapist,0:10:52,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,227,client,0:10:53,"- um, you-you probably know about different tests, new tests, that my doctor doesn't know about, you know, new developments.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,228,therapist,0:11:01,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,229,client,0:11:01,So perhaps you could send me for some different tests.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,230,therapist,0:11:05,Right. Right. So you were hoping that I'd send you for more tests?,3,FALSE,,TRUE,simple,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,231,client,0:11:09,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,232,therapist,0:11:10,Okay.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,233,client,0:11:10,"Well, I think there's-there's got to be something that a test might-",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,234,therapist,0:11:13,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,235,client,0:11:13,#NAME?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,236,therapist,0:11:14,"Right. Okay. Well, I think, Barbara, having-having heard your story, and heard about the symptoms, I'm not sure that actually sending you for more tests at this point would be the most useful thing that we could do for you. And the reason for that is because you've-you've had some of the main investigations in the last couple of years, and-and they've not shown anything. And your symptoms haven't really changed that much. So it's very unlikely that if we were to send you for more tests now that-that they'd show anything different than what we already know. So a bit-- I think it would be a waste of time for you to go for more tests.",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,237,client,0:12:01,"So-so like, do you think it's all in my head then? You're gonna be like Dr. Brown. You think I'm imagining all of this?",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,238,therapist,0:12:09,"Uh, no. I think that you clearly have pain, and clearly you have lots of physical symptoms, and they're clearly getting in the way of-",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,239,client,0:12:17,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,240,therapist,0:12:17,-your life and causing you a lot-,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,241,client,0:12:18,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,242,therapist,0:12:18,#NAME?,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,243,client,0:12:19,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,244,therapist,0:12:20,I guess- I guess the way I think about these things is that they're not necessarily either all in the mind or all in the body.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,245,client,0:12:28,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,246,therapist,0:12:29,"Sometimes these things can go together. Uh, I guess I'm thinking about how you told me that last year, when your son got married, uh, and you were very busy-",3,TRUE,information,FALSE,,FALSE,,therapist_input,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,247,client,0:12:39,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,248,therapist,0:12:39,#NAME?,3,FALSE,,FALSE,,FALSE,,other,,sum
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,249,client,0:12:44,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,250,therapist,0:12:44,"And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?",3,FALSE,,TRUE,complex,TRUE,open,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,251,client,0:13:11,"Well, I can't see that my mind can be causing this amount of pain.",3,,,,,,,,sustain,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,252,therapist,0:13:16,"Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-",3,FALSE,,TRUE,complex,FALSE,,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,253,client,0:13:38,No.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,254,therapist,0:13:39,- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,255,client,0:13:46,What-what sort of approach?,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,256,therapist,0:13:48,"Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,257,client,0:14:01,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,258,therapist,0:14:01,And it sounds as though you're not doing lots of the things that you used to do. That you-,3,FALSE,,TRUE,simple,FALSE,,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,259,client,0:14:06,No.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,260,therapist,0:14:06,#NAME?,3,FALSE,,TRUE,simple,TRUE,open,reflection,,ref
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,261,client,0:14:09,"Well, I just can't do them.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,262,therapist,0:14:10,Yeah.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,263,client,0:14:10,I can't- I can't do them anymore.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,264,therapist,0:14:11,"Yeah. And I guess I wonder-- Uh, it sounds as though you've-you've dropped doing those things because you felt you couldn't do them, but I wonder if, in a funny way, what's happened is the fact that you're not doing those pleasurable things now, has kind of fed into you feeling-",3,FALSE,,TRUE,complex,FALSE,,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,265,client,0:14:28,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,266,therapist,0:14:28,#NAME?,3,FALSE,,TRUE,complex,TRUE,open,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,267,client,0:14:37,"Oh, I don't know.",3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,268,therapist,0:14:38,Mm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,269,client,0:14:38,I don't know.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,270,therapist,0:14:39,"Well, I guess what I'd be wondering is whether one of the approaches we need to be using now is thinking about what you do with your life, and what you do with your day, and maybe trying to bring back some of those pleasurable things, you know, even if it's just meeting up-",3,TRUE,negotiation,TRUE,complex,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,271,client,0:14:52,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,272,therapist,0:14:52,"- with your-your female friends once a week, and whether actually doing those sorts of things might generally-",3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,273,client,0:14:58,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,274,therapist,0:14:58,- improve your quality of life. I'm also thinking about the tablets that you're taking.,3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,275,client,0:15:06,Mm-hmm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,276,therapist,0:15:06,"And the fact that you-you seem to be taking quite a lot of them, and I'm wondering whether it's worth, though, sitting and looking at them and-and maybe trying to rationalize them a little bit, and really decide which are helping you, which are doing nothing, and which may actually be making some of your symptoms worse, I guess.",3,FALSE,,TRUE,complex,FALSE,,reflection,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,277,client,0:15:23,Hmm. Yeah.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,278,therapist,0:15:25,"What would you think about trying that slightly different approach for say-say two or three months, just to see whether or not it makes any difference?",3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,279,client,0:15:36,"Well, two or three months is a long time if there is something going on. I mean, that's what happened to my mother-in-law, you know.",3,,,,,,,,sustain,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,280,therapist,0:15:42,Right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,281,client,0:15:42,They-they left her and-,3,,,,,,,,sustain,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,282,therapist,0:15:43,Mm-hmm.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,283,client,0:15:43,- didn't spot it and—,3,,,,,,,,sustain,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,284,therapist,0:15:47,"Well, I guess if we- if we did decide to-to work together like this-",3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,285,client,0:15:51,Mm-hmm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,286,therapist,0:15:51,"- in this new approach, I'd be seeing you regularly. We can keep an eye on your symptoms, and if they change, then we can investigate as appropriate. But if they stay the same, then, you know, we can be-",3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,287,client,0:16:03,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,288,therapist,0:16:03,- pretty clear that there's nothing new happening that-that we're missing.,3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,289,client,0:16:08,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,290,therapist,0:16:08,How would that sound?,3,TRUE,negotiation,FALSE,,TRUE,open,therapist_input,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,291,client,0:16:11,"So, uh, what are you saying then? That I should come back and see you?",3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,292,therapist,0:16:16,I think that would be a good idea. I think we've only just begun to talk about it-,3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,af
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,293,client,0:16:20,Mm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,294,therapist,0:16:20,"- and I think perhaps you need to have a bit of time to think about it and then perhaps come back. Perhaps if you're booked in for a double slot next week, and that would give us a good chunk of time to think about this new approach.",3,TRUE,negotiation,FALSE,,FALSE,,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,295,client,0:16:32,Mm-hmm.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,296,therapist,0:16:32,"And perhaps if you could also bring your-your tablets in or-or make a list of them, we can look at what you're taking and perhaps go from there. How would that sound, Barbara?",3,TRUE,negotiation,FALSE,,TRUE,open,therapist_input,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,297,client,0:16:42,"Okay. Well, uh, to make an appointment for next week.",3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,298,therapist,0:16:46,Yeah.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,299,client,0:16:46,And come and see you again-,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,300,therapist,0:16:47,Yes.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,301,client,0:16:47,#NAME?,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,302,therapist,0:16:48,Yes. I think so.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,303,client,0:16:49,Okay.,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,304,therapist,0:16:49,I think that would be a good- a good start.,3,FALSE,,FALSE,,FALSE,,other,,af
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,305,client,0:16:51,All right. And I'll make a list of the tablets that I'm taking.,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,306,therapist,0:16:54,Yeah.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,307,client,0:16:54,I won't bring all the bottles down.,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,308,therapist,0:16:55,Okay. All right.,3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,309,client,0:16:57,Okay. All right. I'll do that.,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,310,therapist,0:16:59,"So, shall I see you again next week?",3,FALSE,,FALSE,,TRUE,open,question,,q
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,311,client,0:17:00,I'll make an appointment for next week. Yes.,3,,,,,,,,change,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,312,therapist,0:17:02,"Okay. All right. Thank you, Barbara.",3,FALSE,,FALSE,,FALSE,,other,,other
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,313,client,0:17:04,Okay. Thank you.,3,,,,,,,,neutral,
high,36,Psychiatric Interviews for Teaching: Somatisation,https://www.youtube.com/watch?v=4-bH55MCa1U,changing approach to disease,314,therapist,0:17:04,Bye-bye.,3,FALSE,,FALSE,,FALSE,,other,,other